event,gender,clas_s,heat,typ,wind,name,year,position,school,mark,points
2000 Meter Steeplechase,Boys,Open,,Finals,,Richardo Graham,23,14,Edwin Allen High,7:17.83x,0
2000 Meter Steeplechase,Boys,Open,,Finals,,Daniel Pennant,23,--,St. Jago High,DNFx,0
3000 Meter Run,Girls,Open,,Finals,,Kaydeen Johnson,23,1,Hydel High,10:33.50x,9
3000 Meter Run,Girls,Open,,Finals,,Terrica Clarke,23,2,Holmwood Technical,10:48.15x,7
3000 Meter Run,Girls,Open,,Finals,,Ashara Frater,23,3,Vere Technical,10:54.75x,6
3000 Meter Run,Girls,Open,,Finals,,Sanyae Gibson,23,4,Edwin Allen High,10:57.77x,5
3000 Meter Run,Girls,Open,,Finals,,Sushana Johnson,23,5,Edwin Allen High,11:08.55x,4
3000 Meter Run,Girls,Open,,Finals,,Serena Douglas,23,6,St. Catherine High,11:08.93x,3
3000 Meter Run,Girls,Open,,Finals,,Brittannia Willis,23,7,St. Jago High,11:15.25x,2
3000 Meter Run,Girls,Open,,Finals,,Shanoya Smith,23,8,Manchester High,11:27.32x,1
3000 Meter Run,Girls,Open,,Finals,,Jeneail Henry,23,9, #  Jeneail Henry,11:32.83x,0
3000 Meter Run,Girls,Open,,Finals,,Crystal Coke,23,10, #  Crystal Coke,11:52.75x,0
3000 Meter Run,Girls,Open,,Finals,,Euvia Bennett,23,11, #  Euvia Bennett,12:10.94x,0
3000 Meter Run,Girls,Open,,Finals,,Misha-Jade Samuel,23,12, #  Misha-Jade Samuel,12:39.95x,0
3000 Meter Run,Girls,Open,,Finals,,Deenakay Doyle,23,13, #  Deenakay Doyle,12:59.27x,0
3000 Meter Run,Girls,Open,,Finals,,Jenne Williams,23,--,-- #  Jenne Williams,DNFx,0
3000 Meter Run,Girls,Open,,Finals,,Florence Nafamba,23,--,Holmwood Technical,17.3.1x,0
3000 Meter Run,Girls,Open,,Finals,,Rihanna Gayle,23,--,-- #  Rihanna Gayle,DNSx,0
5000 Meter Run,Boys,Open,,Finals,,Ethan Gioko,23,1,Kingston College,15:25.64x,9
5000 Meter Run,Boys,Open,,Finals,,Brian Kiprop,23,2,Kingston College,16:11.61x,7
5000 Meter Run,Boys,Open,,Finals,,Kyle Bowes,23,3,Calabar High,16:12.09x,6
5000 Meter Run,Boys,Open,,Finals,,Nathaniel Wallace,23,4,William Knib,16:59.29x,5
5000 Meter Run,Boys,Open,,Finals,,Kemar Vernon,23,5,Charlemont High,17:10.07x,4
5000 Meter Run,Boys,Open,,Finals,,Dejhauno Campbell,23,6,St. Elizabet,17:25.64x,3
5000 Meter Run,Boys,Open,,Finals,,Jermaine Fender,23,7,Jamaica College,17:44.50x,2
5000 Meter Run,Boys,Open,,Finals,,Omar Campbell,23,8,B.B. Coke High,17:46.50x,1
5000 Meter Run,Boys,Open,,Finals,,Daniel Pennant,23,9,St. Jago High,17:53.80x,0
5000 Meter Run,Boys,Open,,Finals,,Ryan Oliphant,23,10,Manchester High,18:07.07x,0
5000 Meter Run,Boys,Open,,Finals,,Damontre Smith,23,11,St. Elizabet,18:12.65x,0
5000 Meter Run,Boys,Open,,Finals,,Antwone Witter,23,12,Maggotty High,18:16.16x,0
5000 Meter Run,Boys,Open,,Finals,,Oshane Windett,23,13,Edwin Allen High,19:06.07x,0
5000 Meter Run,Boys,Open,,Finals,,Richardo Graham,23,14,Edwin Allen High,19:07.86x,0
5000 Meter Run,Boys,Open,,Finals,,Antonio Willoughb,23,15,Wolmer's Boy,19:44.55x,0
5000 Meter Run,Boys,Open,,Finals,,Damion McLennon,23,16,Black River High,20:04.48x,0
5000 Meter Run,Boys,Open,,Finals,,Kevin Williams,23,--,Enid Bennett High,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Jashona Sterling,23,--,St. Thomas T,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Conroy Robinson,23,--,Wolmer's Boy,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Keitho Downer,23,--,Calabar High,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Shaundre Dunkley,23,--,Alphansus Da,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Kevahn Brown,23,--,Robert Light,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Roderick McCarty,23,--,Sydney Pagon,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Nakia Morris,23,--,Clarendon College,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Joshua Lawrence,23,--,St. Mary's College,DNFx,0
5000 Meter Run,Boys,Open,,Finals,,Nichalos McLaren,23,--,Bellefield High,24.20x,0
5000 Meter Run,Boys,Open,,Finals,,Ackeam McGhie,23,--,Cornwall College,DNSx,0
5000 Meter Run,Boys,Open,,Finals,,Odane Davidson,23,--,Bellefield High,DNSx,0
5000 Meter Run,Boys,Open,,Finals,,Davone Robinson,23,--,Central High,DNSx,0
100 Meter Dash,Girls,1,,Finals,-1.7,Natalliah Whyte,15,1,St. Jago High,11.77x,9
100 Meter Dash,Girls,1,,Finals,-1.7,Shauna Helps,15,2,Wolmer's High,11.81x,7
100 Meter Dash,Girls,1,,Finals,-1.7,Shanice Reid,15,3,St. Jago High,11.86x,6
100 Meter Dash,Girls,1,,Finals,-1.7,Rene Medley,15,4,Vere Technical High,11.96x,5
100 Meter Dash,Girls,1,,Finals,-1.7,Sashalee Forbes,15,5,Holmwood Techn,11.98x,4
100 Meter Dash,Girls,1,,Finals,-1.7,Carmaleta Griffiths,15,6,St. Catherine High,12.15x,3
100 Meter Dash,Girls,1,,Finals,-1.7,Jeanine Williams,15,7,Immaculate,12.22x,2
100 Meter Dash,Girls,1,,Finals,-1.7,Telecia Briscoe,15,8,Edwin Allen High,12.38x,1
100 Meter Dash,Girls,4,,Finals,-1.2,Joanne Reid,15,1,St. Jago High,12.00x,9
100 Meter Dash,Girls,4,,Finals,-1.2,Kevona Davis,15,2,Edwin Allen High,12.05x,7
100 Meter Dash,Girls,4,,Finals,-1.2,Shanique Rowe,15,3,Edwin Allen High,12.32x,6
100 Meter Dash,Girls,4,,Finals,-1.2,Shakeira Bowra,15,4,St. Catherine High,12.43x,5
100 Meter Dash,Girls,4,,Finals,-1.2,Hughasia Fyffe,15,5,Immaculate,12.44x,4
100 Meter Dash,Girls,4,,Finals,-1.2,Krystal Sloley,15,6,Campion College,12.47x,3
100 Meter Dash,Girls,4,,Finals,-1.2,Njeri Roberts,15,7,Camperdown High,12.67x,2
100 Meter Dash,Boys,2,,Finals,-2.0,Dejour Russell,15,1,Calabar High,10.67x,9
100 Meter Dash,Boys,2,,Finals,-2.0,Tyreke Wilson,15,2,Calabar High,10.76x,7
100 Meter Dash,Boys,2,,Finals,-2.0,Michael Bentley,15,3,St. Jago High,10.99x,6
100 Meter Dash,Boys,2,,Finals,-2.0,Andre Morrison,15,4,St. Jago High,10.99x,5
100 Meter Dash,Boys,2,,Finals,-2.0,Ashanie Smith,15,5,St. Catherine High,11.01x,4
100 Meter Dash,Boys,2,,Finals,-2.0,Matthew Brown,15,6,Cornwall College,11.12x,3
100 Meter Dash,Boys,2,,Finals,-2.0,Chislon Gordon,15,7,Jamaica College,11.16x,2
100 Meter Dash,Boys,2,,Finals,-2.0,Yashawn Hamilton,15,8,Kingston College,11.31x,1
100 Meter Dash,Girls,2,,Finals,-2.1,Shellece Clark,15,1,Edwin Allen High,11.81x,9
100 Meter Dash,Girls,2,,Finals,-2.1,Yanique Dayle,15,2,Hydel High,11.94x,7
100 Meter Dash,Girls,2,,Finals,-2.1,Kimone Hines,15,3,Green Island High,12.03x,6
100 Meter Dash,Girls,2,,Finals,-2.1,Aaliyah Hopkins,15,4,Edwin Allen High,12.09x,5
100 Meter Dash,Girls,2,,Finals,-2.1,Vanesha Pusey,15,5,Green Island High,12.31x,4
100 Meter Dash,Girls,2,,Finals,-2.1,Christine Irving,15,6,Holmwood Techn,12.36x,3
100 Meter Dash,Girls,2,,Finals,-2.1,Kishauna Smith,15,7,Herbert Morrison,12.45x,2
100 Meter Dash,Girls,2,,Finals,-2.1,Rushelle Burton,15,8,St. Andrew High,12.65x,1
100 Meter Dash,Boys,3,,Finals,-3.7,Taiwane Garriques,15,1,St. Jago High,11.26x,9
100 Meter Dash,Boys,3,,Finals,-3.7,Javier Johnson,15,2,Green Island High,11.53x,7
100 Meter Dash,Boys,3,,Finals,-3.7,Akeen Smith,15,3,Kingston College,11.55x,6
100 Meter Dash,Boys,3,,Finals,-3.7,Andre Sterling,15,4,Herbert Morrison,11.58x,5
100 Meter Dash,Boys,3,,Finals,-3.7,Michali Everett,15,5,Seaforth High,11.68x,4
100 Meter Dash,Boys,3,,Finals,-3.7,Jaydeon Crooks,15,6,Irwin High,11.72x,3
100 Meter Dash,Boys,3,,Finals,-3.7,Chadwick Stewart,15,7,Calabar High,11.73x,2
100 Meter Dash,Boys,3,,Finals,-3.7,Rosean Young,15,8,Calabar High,11.74x,1
100 Meter Dash,Boys,1,,Finals,-2.6,Michael O'Hara,15,1,Calabar High,10.42x,9
100 Meter Dash,Boys,1,,Finals,-2.6,Edward Clarke,15,2,Calabar High,10.50x,7
100 Meter Dash,Boys,1,,Finals,-2.6,Raheem Robinson,15,3,Wolmer's High,10.61x,6
100 Meter Dash,Boys,1,,Finals,-2.6,Nigel Ellis,15,4,St. Elizabeth,10.68x,5
100 Meter Dash,Boys,1,,Finals,-2.6,Okeen Williams,15,5,St. Elizabeth,10.73x,4
100 Meter Dash,Boys,1,,Finals,-2.6,Raheem Chambers,15,6,St. Jago High,10.84x,3
100 Meter Dash,Boys,1,,Finals,-2.6,Javoy Tucker,15,7,Wolmer's High,10.90x,2
100 Meter Dash,Boys,1,,Finals,-2.6,Micheal Campbell,15,8,Jamaica College,10.92x,1
100 Meter Dash,Girls,3,,Finals,-0.7,Kimone Shaw,15,1,St. Jago High,11.81x,9
100 Meter Dash,Girls,3,,Finals,-0.7,Kiara Grant,15,2,Convent of Mercy,12.07x,7
100 Meter Dash,Girls,3,,Finals,-0.7,Ray-donna Lee,15,3,Hydel High,12.22x,6
100 Meter Dash,Girls,3,,Finals,-0.7,Tiffany Clarke,15,4,Bog Walk High,12.52x,5
100 Meter Dash,Girls,3,,Finals,-0.7,Ashanti Moore,15,5,Hydel High,12.53x,4
100 Meter Dash,Girls,3,,Finals,-0.7,Carla Lawson,15,6,Spot Valley High,12.54x,3
100 Meter Dash,Girls,3,,Finals,-0.7,Katherine Barnes,15,7,St. Elizabeth,12.57x,2
200 Meter Dash,Girls,3,,Finals,-3.6,Kimone Shaw,15,1,St. Jago High,24.60x,9
200 Meter Dash,Girls,3,,Finals,-3.6,Anna-Kay Allen,15,2,St. Catherine High,24.90x,7
200 Meter Dash,Girls,3,,Finals,-3.6,Ashanti Moore,15,3,Hydel High,25.07x,6
200 Meter Dash,Girls,3,,Finals,-3.6,Kiara Grant,15,4,Convent of Mercy,25.16x,5
200 Meter Dash,Girls,3,,Finals,-3.6,Kishawna Wallace,15,5,Holmwood Techn,25.37x,4
200 Meter Dash,Girls,3,,Finals,-3.6,Kemba Nelson,15,6,Mount Alvernia High,25.76x,3
200 Meter Dash,Girls,3,,Finals,-3.6,Tirecia Walcott,15,7,Vere Technical High,26.02x,2
200 Meter Dash,Girls,3,,Finals,-3.6,T-Anna Dawkins,15,8,Vere Technical High,26.08x,1
200 Meter Dash,Girls,2,,Finals,-2.4,Shellece Clark,15,1,Edwin Allen High,24.12x,9
200 Meter Dash,Girls,2,,Finals,-2.4,Yanique Dayle,15,2,Hydel High,24.15x,7
200 Meter Dash,Girls,2,,Finals,-2.4,Taqece Duggan,15,3,Hydel High,24.48x,6
200 Meter Dash,Girls,2,,Finals,-2.4,Kasheika Cameron,15,4,Edwin Allen High,24.50x,5
200 Meter Dash,Girls,2,,Finals,-2.4,Christine Irving,15,5,Holmwood Techn,25.09x,4
200 Meter Dash,Girls,2,,Finals,-2.4,Cishannie Williams,15,6,St. Catherine High,25.16x,3
200 Meter Dash,Girls,2,,Finals,-2.4,Vanesha Pusey,15,7,Green Island High,25.21x,2
200 Meter Dash,Girls,2,,Finals,-2.4,Kishauna Smith,15,8,Herbert Morrison,25.43x,1
200 Meter Dash,Boys,1,,Finals,-1.8,Michael O'Hara,15,1,Calabar High,20.59x,9
200 Meter Dash,Boys,1,,Finals,-1.8,Chad Walker,15,2,St. Jago High,20.99x,7
200 Meter Dash,Boys,1,,Finals,-1.8,Twayne Crooks,15,3,Kingston College,21.21x,6
200 Meter Dash,Boys,1,,Finals,-1.8,Nigel Ellis,15,4,St. Elizabeth,21.21x,5
200 Meter Dash,Boys,1,,Finals,-1.8,Shivnarine Smalling,15,5,Kingston College,21.61x,4
200 Meter Dash,Boys,1,,Finals,-1.8,Micheal Campbell,15,6,Jamaica College,21.69x,3
200 Meter Dash,Boys,1,,Finals,-1.8,Hujaye Cornwall,15,7,St. Elizabeth,21.83x,2
200 Meter Dash,Boys,3,,Finals,-1.5,Javier Johnson,15,1,Green Island High,22.63x,9
200 Meter Dash,Boys,3,,Finals,-1.5,Oshane Peart,15,2,Kingston College,23.03x,7
200 Meter Dash,Boys,3,,Finals,-1.5,Thiea Shea,15,3,Wolmer's High,23.10x,6
200 Meter Dash,Boys,3,,Finals,-1.5,Anthony Haslam,15,4,Jamaica College,23.17x,5
200 Meter Dash,Boys,3,,Finals,-1.5,Xavier Nairne,15,5,Wolmer's High,23.20x,4
200 Meter Dash,Boys,3,,Finals,-1.5,Roshaun Rowe,15,6,Kingston College,23.24x,3
200 Meter Dash,Boys,3,,Finals,-1.5,Kwani Edwards,15,7,Ocho Rios High,23.57x,2
200 Meter Dash,Boys,3,,Finals,-1.5,Tajai Jackson,15,8,Calabar High,23.67x,1
200 Meter Dash,Boys,2,,Finals,+0.0,Christopher Taylor,15,1,Calabar High,21.04x,9
200 Meter Dash,Boys,2,,Finals,+0.0,Tyreke Wilson,15,2,Calabar High,21.26x,7
200 Meter Dash,Boys,2,,Finals,+0.0,Michael Bentley,15,3,St. Jago High,21.68x,6
200 Meter Dash,Boys,2,,Finals,+0.0,Gary Gordon,15,4,St. Jago High,21.70x,5
200 Meter Dash,Boys,2,,Finals,+0.0,Ashanie Smith,15,5,St. Catherine High,21.80x,4
200 Meter Dash,Boys,2,,Finals,+0.0,Odane Mcpherson,15,6,Greater Portmore,22.40x,3
200 Meter Dash,Boys,2,,Finals,+0.0,Jadeja Reynolds,15,7,Herbert Morrison,22.47x,2
200 Meter Dash,Boys,2,,Finals,+0.0,Travis Williams,15,8,Gaynstead High,22.94x,1
200 Meter Dash,Girls,1,,Finals,-1.0,Natalliah Whyte,15,1,St. Jago High,23.56x,9
200 Meter Dash,Girls,1,,Finals,-1.0,Sashalee Forbes,15,2,Holmwood Techn,23.82x,7
200 Meter Dash,Girls,1,,Finals,-1.0,Saqukine Cameron,15,3,Edwin Allen High,23.92x,6
200 Meter Dash,Girls,1,,Finals,-1.0,Shanice Reid,15,4,St. Jago High,24.00x,5
200 Meter Dash,Girls,1,,Finals,-1.0,Carmaleta Griffiths,15,5,St. Catherine High,24.74x,4
200 Meter Dash,Girls,1,,Finals,-1.0,Britney Hew,15,6,Holmwood Techn,25.04x,3
200 Meter Dash,Girls,1,,Finals,-1.0,Shian Hyde,15,7,St. Catherine High,25.51x,2
200 Meter Dash,Girls,1,,Finals,-1.0,Rene Medley,15,--,Vere Technical High,FSx,0
200 Meter Dash,Girls,4,,Finals,-1.3,Joanne Reid,15,1,St. Jago High,24.21Rx,9
200 Meter Dash,Girls,4,,Finals,-1.3,Kevona Davis,15,2,Edwin Allen High,24.23Rx,7
200 Meter Dash,Girls,4,,Finals,-1.3,Shakeira Bowra,15,3,St. Catherine High,25.23x,6
200 Meter Dash,Girls,4,,Finals,-1.3,Shanique Rowe,15,4,Edwin Allen High,25.26x,5
200 Meter Dash,Girls,4,,Finals,-1.3,Kelsey Christian,15,5,Wolmer's High,25.48x,4
200 Meter Dash,Girls,4,,Finals,-1.3,Nattesha Palmer,15,6,Holmwood Techn,25.62x,3
200 Meter Dash,Girls,4,,Finals,-1.3,Niesha Burgher,15,7,Excelsior High,25.84x,2
200 Meter Dash,Girls,4,,Finals,-1.3,Shianne Dacosta,15,8,Vere Technical High,25.91x,1
400 Meter Dash,Boys,1,,Finals,,Akeem Bloomfield,15,1,Kingston College,44.93Rx,9
400 Meter Dash,Boys,1,,Finals,,Nathon Allen,15,2,St. Jago High,45.30x,7
400 Meter Dash,Boys,1,,Finals,,Martin Manley,15,3,St. Jago High,46.41x,6
400 Meter Dash,Boys,1,,Finals,,Twayne Crooks,15,4,Kingston College,46.54x,5
400 Meter Dash,Boys,1,,Finals,,Shawndail McLaren,15,5,Jamaica College,46.92x,4
400 Meter Dash,Boys,1,,Finals,,Renado Wilson,15,6,Calabar High,47.11x,3
400 Meter Dash,Boys,1,,Finals,,Devaughn Baker,15,7,Jamaica College,47.64x,2
400 Meter Dash,Boys,1,,Finals,,Devaughn Ellington,15,--,Petersfield High,163.6x,0
400 Meter Dash,Girls,3,,Finals,,Anna-Kay Allen,15,1,St. Catherine High,53.46x,9
400 Meter Dash,Girls,3,,Finals,,Sanique Walker,15,2,Vere Technical High,53.59x,7
400 Meter Dash,Girls,3,,Finals,,Janielle Josephs,15,3,St. Andrew High,55.82x,6
400 Meter Dash,Girls,3,,Finals,,Jada Martin,15,4,Hydel High,56.05x,5
400 Meter Dash,Girls,3,,Finals,,Abigail Brooks,15,5,Hydel High,56.85x,4
400 Meter Dash,Girls,3,,Finals,,Shanamarie Staple,15,6,Lacovia High,56.94x,3
400 Meter Dash,Girls,3,,Finals,,Tasinia Mothersill,15,7,Albert Town High,57.92x,2
400 Meter Dash,Girls,3,,Finals,,Nadine Rose,15,8,Edwin Allen High,59.45x,1
400 Meter Dash,Boys,3,,Finals,,Tajai Jackson,15,1,Calabar High,50.52x,9
400 Meter Dash,Boys,3,,Finals,,Antonio Watson,15,2,Petersfield High,51.47x,7
400 Meter Dash,Boys,3,,Finals,,Shanthamoi Brown,15,3,Kingston College,51.77x,6
400 Meter Dash,Boys,3,,Finals,,Kwani Edwards,15,4,Ocho Rios High,52.54x,5
400 Meter Dash,Boys,3,,Finals,,Tajay Broomfield,15,5,Holmwood Techn,52.92x,4
400 Meter Dash,Boys,3,,Finals,,Jahari Taylor,15,6,Wolmer's High,53.01x,3
400 Meter Dash,Boys,3,,Finals,,Roshaun Rowe,15,7,Kingston College,53.90x,2
400 Meter Dash,Boys,3,,Finals,,Toby Wright,15,8,Herbert Morrison,54.95x,1
400 Meter Dash,Girls,2,,Finals,,Taqece Duggan,15,1,Hydel High,55.46x,9
400 Meter Dash,Girls,2,,Finals,,Satanya Wright,15,2,St. Elizabeth,56.06x,7
400 Meter Dash,Girls,2,,Finals,,Janiel Moore,15,3,Edwin Allen High,56.37x,6
400 Meter Dash,Girls,2,,Finals,,Kimorla Muschette,15,4,Denbigh High,57.31x,5
400 Meter Dash,Girls,2,,Finals,,Danielle Thompson,15,5,Manchester High,57.33x,4
400 Meter Dash,Girls,2,,Finals,,Shannon Kalawan,15,6,Edwin Allen High,58.60x,3
400 Meter Dash,Girls,2,,Finals,,Latrice McGann,15,7,Mavis Bank High,59.28x,2
400 Meter Dash,Girls,2,,Finals,,Amoy Mairs,15,8,Frome Technical,1:04.43x,1
400 Meter Dash,Boys,2,,Finals,,Christopher Taylor,15,1,Calabar High,47.04x,9
400 Meter Dash,Boys,2,,Finals,,Anthony Carpenter,15,2,Calabar High,47.87x,7
400 Meter Dash,Boys,2,,Finals,,Leonardo Ledgister,15,3,St. Elizabeth,48.33x,6
400 Meter Dash,Boys,2,,Finals,,Jauavney James,15,4,St. Elizabeth,48.34x,5
400 Meter Dash,Boys,2,,Finals,,Sheldon Smith,15,5,Munro College,49.01x,4
400 Meter Dash,Boys,2,,Finals,,Tyreke Bryan,15,6,Kingston College,49.44x,3
400 Meter Dash,Boys,2,,Finals,,Malik Smith,15,7,Bridgeport High,49.79x,2
400 Meter Dash,Boys,2,,Finals,,Romario Mickiel,15,8,Manchester High,50.75x,1
400 Meter Dash,Girls,1,,Finals,,Dawnalee Loney,15,1,Camperdown High,52.78x,9
400 Meter Dash,Girls,1,,Finals,,Tiffany James,15,2,Papine High,53.59x,7
400 Meter Dash,Girls,1,,Finals,,Ashley Willliams,15,3,Holmwood Techn,53.74x,6
400 Meter Dash,Girls,1,,Finals,,Candice Mcleod,15,4,Papine High,53.77x,5
400 Meter Dash,Girls,1,,Finals,,Genekee Leith,15,5,St. Jago High,54.44x,4
400 Meter Dash,Girls,1,,Finals,,Derri-Ann Hill,15,6,Vere Technical High,54.69x,3
400 Meter Dash,Girls,1,,Finals,,Semoy Hemmings,15,7,Hydel High,56.94x,2
400 Meter Dash,Girls,1,,Finals,,Christine Moss,15,8,St. Elizabeth,58.54x,1
70 Meter Hurdles,Girls,4,,Finals,-2.8,Breann Brown,15,1,Convent of Mercy,10.70x,9
70 Meter Hurdles,Girls,4,,Finals,-2.8,Crystal Morrison,15,2,St. Jago High,10.71x,7
70 Meter Hurdles,Girls,4,,Finals,-2.8,Lisandra Brown,15,3,Edwin Allen High,10.75x,6
70 Meter Hurdles,Girls,4,,Finals,-2.8,Thennelle Williams,15,4,St. Jago High,10.91x,5
70 Meter Hurdles,Girls,4,,Finals,-2.8,Riana Battick,15,5,Immaculate,10.96x,4
70 Meter Hurdles,Girls,4,,Finals,-2.8,Jhanel Gordon,15,6,Convent of Mercy,11.01x,3
70 Meter Hurdles,Girls,4,,Finals,-2.8,Njeri Roberts,15,7,Camperdown High,11.53x,2
70 Meter Hurdles,Girls,4,,Finals,-2.8,Ackera Nugent,15,8,Excelsior High,11.58x,1
80 Meter Hurdles,Girls,3,,Finals,-3.1,Shanette Allison,15,1,Holmwood Techn,11.29x,9
80 Meter Hurdles,Girls,3,,Finals,-3.1,Joda Campbell,15,2,Hydel High,11.52x,7
80 Meter Hurdles,Girls,3,,Finals,-3.1,Daszay Freeman,15,3,Manchester High,11.54x,6
80 Meter Hurdles,Girls,3,,Finals,-3.1,Ray-donna Lee,15,4,Hydel High,11.60x,5
80 Meter Hurdles,Girls,3,,Finals,-3.1,Danella Dawkins,15,5,Manchester High,11.60x,4
80 Meter Hurdles,Girls,3,,Finals,-3.1,Kimeone Mcleod,15,6,St. Jago High,11.75x,3
80 Meter Hurdles,Girls,3,,Finals,-3.1,Britany Anderson,15,7,Vere Technical High,12.12x,2
80 Meter Hurdles,Girls,3,,Finals,-3.1,Antonette Black,15,8,Edwin Allen High,12.17x,1
100 Meter Hurdles,Girls,1,,Finals,-4.2,Peta-gay Williams,15,1,St. Jago High,13.88x,9
100 Meter Hurdles,Girls,1,,Finals,-4.2,Telecia Briscoe,15,2,Edwin Allen High,14.24x,7
100 Meter Hurdles,Girls,1,,Finals,-4.2,Jeanine Williams,15,3,Immaculate,14.59x,6
100 Meter Hurdles,Girls,1,,Finals,-4.2,Shantae Mcdonald,15,4,Wolmer's High,15.02x,5
100 Meter Hurdles,Girls,1,,Finals,-4.2,Oweneika Watson,15,5,Holmwood Techn,15.16x,4
100 Meter Hurdles,Girls,1,,Finals,-4.2,Shanice Lewis,15,6,Edwin Allen High,17.18x,3
100 Meter Hurdles,Girls,1,,Finals,-4.2,Davina Young,15,7,Wolmer's High,18.54x,2
100 Meter Hurdles,Girls,1,,Finals,-4.2,Andrenette Knight,15,--,St. Jago High,FSx,0
100 Meter Hurdles,Boys,3,,Finals,-3.4,Tajean Houston,15,1,Kingston College,13.82x,9
100 Meter Hurdles,Boys,3,,Finals,-3.4,Craig Brown,15,2,Calabar High,13.84x,7
100 Meter Hurdles,Boys,3,,Finals,-3.4,Wayne Pinnock,15,3,Kingston College,13.99x,6
100 Meter Hurdles,Boys,3,,Finals,-3.4,Tarjmaar Miller,15,4,Jamaica College,14.09x,5
100 Meter Hurdles,Boys,3,,Finals,-3.4,Joshaun Parkes,15,5,St. Elizabeth,14.34x,4
100 Meter Hurdles,Boys,3,,Finals,-3.4,Milton Marshall,15,6,Glengoffe High,14.78x,3
100 Meter Hurdles,Boys,3,,Finals,-3.4,Jeremy Farr,15,7,Wolmer's High,14.84x,2
100 Meter Hurdles,Boys,3,,Finals,-3.4,Warren Henlon,15,8,St. Elizabeth,14.85x,1
100 Meter Hurdles,Girls,2,,Finals,-4.3,Janeek Brown,15,1,Wolmer's High,13.80x,9
100 Meter Hurdles,Girls,2,,Finals,-4.3,Trishauna Hemmings,15,2,Glengoffe High,14.04x,7
100 Meter Hurdles,Girls,2,,Finals,-4.3,Chris-ann Bryan,15,3,Wolmer's High,14.35x,6
100 Meter Hurdles,Girls,2,,Finals,-4.3,Patrice Moody,15,4,Edwin Allen High,14.38x,5
100 Meter Hurdles,Girls,2,,Finals,-4.3,Nicolee Foster,15,5,Holmwood Techn,14.41x,4
100 Meter Hurdles,Girls,2,,Finals,-4.3,Tissanna Hickling,15,6,St. Jago High,14.42x,3
100 Meter Hurdles,Girls,2,,Finals,-4.3,Safiya Thompson,15,7,St. Jago High,14.51x,2
100 Meter Hurdles,Girls,2,,Finals,-4.3,Gabrielle McDonald,15,8,Holmwood Techn,15.93x,1
110 Meter Hurdles,Boys,1,,Finals,-3.8,Michael O'Hara,15,1,Calabar High,13.49x,9
110 Meter Hurdles,Boys,1,,Finals,-3.8,Jaheel Hyde,15,2,Wolmer's High,13.52x,7
110 Meter Hurdles,Boys,1,,Finals,-3.8,Seanie Selvin,15,3,Calabar High,13.66x,6
110 Meter Hurdles,Boys,1,,Finals,-3.8,Rohan Cole,15,4,St. Elizabeth,14.04x,5
110 Meter Hurdles,Boys,1,,Finals,-3.8,Levaughn Battick,15,5,Kingston College,14.23x,4
110 Meter Hurdles,Boys,1,,Finals,-3.8,Marvin Williams,15,6,St. Elizabeth,14.23x,3
110 Meter Hurdles,Boys,1,,Finals,-3.8,Roderick Moodie,15,7,Kingston College,14.23x,2
110 Meter Hurdles,Boys,1,,Finals,-3.8,Jonelle Cameron,15,8,Muschett High,14.49x,1
110 Meter Hurdles,Boys,2,,Finals,-3.4,Dejour Russell,15,1,Calabar High,13.78x,9
110 Meter Hurdles,Boys,2,,Finals,-3.4,Jordan Roberts,15,2,Jamaica College,13.96x,7
110 Meter Hurdles,Boys,2,,Finals,-3.4,Alex Robinson,15,3,Calabar High,13.97x,6
110 Meter Hurdles,Boys,2,,Finals,-3.4,Philip Beckford,15,4,Kingston College,14.46x,5
110 Meter Hurdles,Boys,2,,Finals,-3.4,Oquendo Bernard,15,5,Jamaica College,14.56x,4
110 Meter Hurdles,Boys,2,,Finals,-3.4,Rushane Garwood,15,6,St. Jago High,14.68x,3
110 Meter Hurdles,Boys,2,,Finals,-3.4,Ryan Brown,15,7,Old Harbour High,14.75x,2
110 Meter Hurdles,Boys,2,,Finals,-3.4,Brandon Bembridge,15,8,Excelsior High,15.02x,1
400 Meter Hurdles,Girls,Open,,Finals,,Genekee Leith,15,1,St. Jago High,58.37x,9
400 Meter Hurdles,Girls,Open,,Finals,,Shiann Salmon,15,2,Hydel High,58.88x,7
400 Meter Hurdles,Girls,Open,,Finals,,Ranae McKenzie,15,3,Manchester High,58.90x,6
400 Meter Hurdles,Girls,Open,,Finals,,Shanice Clarke,15,4,Vere Technical High,59.39x,5
400 Meter Hurdles,Girls,Open,,Finals,,Candice Mcleod,15,5,Papine High,59.41x,4
400 Meter Hurdles,Girls,Open,,Finals,,Britaney Duncan,15,6,Hydel High,59.87x,3
400 Meter Hurdles,Girls,Open,,Finals,,Shannon Kalawan,15,7,Edwin Allen High,1:00.63x,2
400 Meter Hurdles,Girls,Open,,Finals,,Andrenette Knight,15,8,St. Jago High,1:02.58x,1
