event,gender,clas_s,category,sub_category,wind,athlete,year,position,school,series,mark,points
Shot Put ,Girls,2,Field Event,Throws,,Fabiana Perry,26,--,Edwin Allen High School,,FOULX,0
Shot Put ,Boys,1,Field Event,Throws,,Clinton Baker,26,11,Edwin Allen High School,,14.80mX,0
Shot Put ,Girls,1,Field Event,Throws,,Dionjah Shaw,26,6,Edwin Allen High School,,12.39mX,3
Shot Put ,Girls,2,Field Event,Throws,,Alyssa Forrester,26,3,Excelsior High School,,14.22mX,6
Shot Put ,Girls,1,Field Event,Throws,,Katie Gordon,26,2,Excelsior High School,,12.75mX,7
Shot Put ,Girls,1,Field Event,Throws,,Kayla Honeywell,26,11,Excelsior High School,,11.34mX,0
Shot Put ,Girls,2,Field Event,Throws,,Paulandra James,26,7,Godfrey Stewart High School,,12.98mX,2
Shot Put ,Boys,2,Field Event,Throws,,Xavier Tracey,26,7,Happy Grove High School,,14.46mX,2
Shot Put ,Girls,2,Field Event,Throws,,Shamanda Wilmot,26,2,Holmwood Technical High School,,14.39mX,7
Shot Put ,Girls,2,Field Event,Throws,,Brandane Malcom,26,5,Hydel High School,,13.70mX,4
Shot Put ,Girls,2,Field Event,Throws,,Jamie-Lee Tulloch,26,4,Immaculate Conception High School,,13.93mX,5
Shot Put ,Girls,2,Field Event,Throws,,Remesha Dixon,26,8,Immaculate Conception High School,,12.72mX,1
Shot Put ,Girls,1,Field Event,Throws,,Jada Francis,26,4,Immaculate Conception High School,,12.44mX,5
Shot Put ,Boys,1,Field Event,Throws,,Denzel Phillips,26,6,Jamaica College,,16.55mX,3
Shot Put ,Boys,1,Field Event,Throws,,Xhaevion Kelly,26,8,Jamaica College,,15.93mX,1
Shot Put ,Boys,2,Field Event,Throws,,Jaafari Shaw,26,3,Jamaica College,,15.55mX,6
Shot Put ,Boys,2,Field Event,Throws,,Nasir D'Aguilar,26,4,Jamaica College,,15.25mX,5
Shot Put ,Boys,1,Field Event,Throws,,Nkosana Johnson,26,3,Kingston College,,17.62mX,6
Shot Put ,Boys,1,Field Event,Throws,,Kahjay Lawes,26,5,Kingston College,,16.72mX,4
Shot Put ,Boys,2,Field Event,Throws,,Saniyon Mcleod,26,8,Kingston College,,14.21mX,1
Shot Put ,Girls,1,Field Event,Throws,,Abigail Bennett,26,8,Merl Grove High School,,12.02mX,1
Shot Put ,Boys,1,Field Event,Throws,,Javontae Smith,26,1,Munro College,,18.44mX,9
Shot Put ,Boys,2,Field Event,Throws,,Brandon Lawrence,26,1,Munro College,,18.40mX,9
Shot Put ,Boys,2,Field Event,Throws,,Ashan Haffenden,26,5,Munro College,,14.99mX,4
Shot Put ,Boys,2,Field Event,Throws,,Kevron Grant,26,11,Papine High School,,11.20mX,0
Shot Put ,Boys,1,Field Event,Throws,,Andre Samuda,26,9,St. Andrew Technical High School,,15.89mX,0
Shot Put ,Girls,2,Field Event,Throws,,Davieka Lewis,26,9,St. Elizabeth Technical High School,,11.78mX,0
Shot Put ,Boys,2,Field Event,Throws,,Daviere Buchanan,26,--,St. Elizabeth Technical High School,,FOULX,0
Shot Put ,Boys,2,Field Event,Throws,,Jhaidon-Mickai Williams,26,6,St. Jago High School,,14.90mX,3
Shot Put ,Girls,1,Field Event,Throws,,Rehanna Biggs,26,10,St. Jago High School,,11.54mX,0
Shot Put ,Girls,1,Field Event,Throws,,Jessica Thompson,26,12,St. Jago High School,,10.52mX,0
Shot Put ,Boys,1,Field Event,Throws,,Dwight Fraser,26,10,Sydney Pagon Academy,,14.99mX,0
Shot Put ,Girls,2,Field Event,Throws,,Ninka Comrie,26,10,Vere Technical High School,,11.54mX,0
Shot Put ,Girls,2,Field Event,Throws,,Swaicey-Ann Black,26,11,Vere Technical High School,,11.33mX,0
Shot Put ,Boys,1,Field Event,Throws,,Christopher Orridge,26,12,Vere Technical High School,,13.67mX,0
Shot Put ,Girls,1,Field Event,Throws,,Gabriel Merchant,26,3,Vere Technical High School,,12.59mX,6
Shot Put ,Girls,1,Field Event,Throws,,Bethany Thomas,26,7,Wolmer's Trust High School For Girls,,12.13mX,2
Shot Put ,Girls,1,Field Event,Throws,,Tianna Brown,26,9,Wolmer's Trust High School For Girls,,11.77mX,0
Triple Jump ,Boys,1,Field Event,Jumps,,Antonio Anderson,26,3,Calabar High School,,15.21mX,6
Triple Jump ,Boys,1,Field Event,Jumps,,Kaleel Samuels,26,6,Calabar High School,,15.12mX,3
Triple Jump ,Boys,2,Field Event,Jumps,,Talshawn Edwards,26,1,Calabar High School,,14.54mX,9
Triple Jump ,Boys,2,Field Event,Jumps,,Omari Stewart,26,9,Calabar High School,,13.39mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Akaylea Brown,26,3,Edwin Allen High School,,12.17mX,6
Triple Jump ,Girls,Open,Field Event,Jumps,,Dashanelle Clarke,26,5,Edwin Allen High School,,11.89mX,4
Triple Jump ,Boys,1,Field Event,Jumps,,Khi-Anthony Hall,26,10,Excelsior High School,,14.36mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Shauntai Pryce,26,12,Excelsior High School,,11.14mX,0
Triple Jump ,Boys,2,Field Event,Jumps,,Dandre Mckenzie,26,7,Happy Grove High School,,13.54mX,2
Triple Jump ,Girls,Open,Field Event,Jumps,,Mikayla Longmore,26,4,Holmwood Technical High School,,12.15mX,5
Triple Jump ,Girls,Open,Field Event,Jumps,,Jannessa Allen,26,10,Holmwood Technical High School,,11.32mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Zavien Bernard,26,1,Hydel High School,,12.65mX,9
Triple Jump ,Girls,Open,Field Event,Jumps,,Sabrina Atkinson,26,2,Hydel High School,,12.43mX,7
Triple Jump ,Girls,Open,Field Event,Jumps,,Ashley Barrett,26,7,Immaculate Conception High School,,11.77mX,2
Triple Jump ,Girls,Open,Field Event,Jumps,,Jaeda Robinson,26,8,Immaculate Conception High School,,11.63mX,1
Triple Jump ,Boys,1,Field Event,Jumps,,Michael-Andre Edwards,26,1,Jamaica College,,16.25mX,9
Triple Jump ,Boys,1,Field Event,Jumps,,Jaivar Cato,26,5,Jamaica College,,15.15mX,4
Triple Jump ,Boys,2,Field Event,Jumps,,Omeco Henclewood,26,8,Jamaica College,,13.44mX,1
Triple Jump ,Boys,2,Field Event,Jumps,,Nicotroy Green,26,12,Jamaica College,,12.24mX,0
Triple Jump ,Boys,1,Field Event,Jumps,,Amani Phillips,26,2,Kingston College,,15.34mX,7
Triple Jump ,Boys,1,Field Event,Jumps,,Rekelme Hunter,26,4,Kingston College,,15.15mX,5
Triple Jump ,Boys,2,Field Event,Jumps,,Joshua Patrick,26,2,Kingston College,,14.34mX,7
Triple Jump ,Boys,2,Field Event,Jumps,,Demario Clarke,26,3,Kingston College,,14.33mX,6
Triple Jump ,Boys,2,Field Event,Jumps,,Akeem Freeman,26,11,Manchester High School,,12.42mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Tatanya Anglin,26,13,Merl Grove High School,,11.12mX,0
Triple Jump ,Boys,2,Field Event,Jumps,,Demar Johnson,26,10,Munro College,,13.05mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Aeisha Balli,26,--,St. Andrew High School for Girls,,FOULX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Tshani Armstrong,26,9,St. Catherine High School,,11.37mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Rihanna Johnson,26,--,St. Elizabeth Technical High School,,FOULX,0
Triple Jump ,Boys,1,Field Event,Jumps,,Kemar James,26,11,St. Jago High School,,14.23mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Alexia Williams,26,6,St. Jago High School,,11.86mX,3
Triple Jump ,Girls,Open,Field Event,Jumps,,Alanna Lee,26,--,St. Jago High School,,FOULX,0
Triple Jump ,Boys,2,Field Event,Jumps,,Winaldo Faulknor,26,4,St. Jago High School,,14.10mX,5
Triple Jump ,Boys,1,Field Event,Jumps,,Ajarie Bloomfield,26,7,Titchfield High School,,14.87mX,2
Triple Jump ,Boys,1,Field Event,Jumps,,Rajae Williams,26,12,Titchfield High School,,14.22mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Martina Moxam,26,11,Vere Technical High School,,11.18mX,0
Triple Jump ,Girls,Open,Field Event,Jumps,,Kewana Peterkin,26,--,William Knibb Memorial High School,,FOULX,0
Triple Jump ,Boys,1,Field Event,Jumps,,Kabiki Thomas,26,8,Wolmer's Boys School,,14.76mX,1
Triple Jump ,Boys,1,Field Event,Jumps,,Roshane Francis,26,9,Wolmer's Boys School,,14.40mX,0
Triple Jump ,Boys,2,Field Event,Jumps,,Marques Yeard,26,5,Wolmer's Boys School,,14.08mX,4
Triple Jump ,Boys,2,Field Event,Jumps,,Omari Gordon,26,6,Wolmer's Boys School,,13.70mX,3
